SpatialDimValueCode,Location,country,Obesity_Rate,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LBY,Libya,Libya,32.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.96,NA,NA,21.94,NA,37.14,28.96 [21.94 – 37.14],NA,NA,EN,2018-09-13T07:00:00Z
ZWE,Zimbabwe,Zimbabwe,15.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,22.11,NA,37.01,29 [22.11 – 37.01],NA,NA,EN,2018-09-13T07:00:00Z
ERI,Eritrea,Eritrea,5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,24.39,NA,33.61,29 [24.39 – 33.61],NA,NA,EN,2018-09-13T07:00:00Z
LTU,Lithuania,Lithuania,26.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.01,NA,NA,22.6,NA,36.33,29.01 [22.6 – 36.33],NA,NA,EN,2018-09-13T07:00:00Z
MUS,Mauritius,Mauritius,10.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.06,NA,NA,22.17,NA,37.05,29.06 [22.17 – 37.05],NA,NA,EN,2018-09-13T07:00:00Z
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,17.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.07,NA,NA,21.16,NA,38.49,29.07 [21.16 – 38.49],NA,NA,EN,2018-09-13T07:00:00Z
BHS,Bahamas,Bahamas,31.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,22.29,NA,37.21,29.2 [22.29 – 37.21],NA,NA,EN,2018-09-13T07:00:00Z
CHL,Chile,Chile,28,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.26,NA,NA,21.44,NA,37.08,29.26 [21.44 – 37.08],NA,NA,EN,2018-09-13T07:00:00Z
ECU,Ecuador,Ecuador,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.28,NA,NA,20.96,NA,37.6,29.28 [20.96 – 37.6],NA,NA,EN,2018-09-13T07:00:00Z
LKA,Sri Lanka,Sri Lanka,5.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.44,NA,NA,21.69,NA,38.45,29.44 [21.69 – 38.45],NA,NA,EN,2018-09-13T07:00:00Z
NLD,Netherlands,Netherlands,20.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.45,NA,NA,23.6,NA,36.05,29.45 [23.6 – 36.05],NA,NA,EN,2018-09-13T07:00:00Z
TUN,Tunisia,Tunisia,26.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,22.38,NA,37.74,29.5 [22.38 – 37.74],NA,NA,EN,2018-09-13T07:00:00Z
ESP,Spain,Spain,23.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.57,NA,NA,23.62,NA,36.27,29.57 [23.62 – 36.27],NA,NA,EN,2018-09-13T07:00:00Z
SVN,Slovenia,Slovenia,20.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.66,NA,NA,23.34,NA,36.86,29.66 [23.34 – 36.86],NA,NA,EN,2018-09-13T07:00:00Z
IRL,Ireland,Ireland,25.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.69,NA,NA,24.2,NA,35.81,29.69 [24.2 – 35.81],NA,NA,EN,2018-09-13T07:00:00Z
COG,Congo,Republic of the Congo,9.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.74,NA,NA,23,NA,37.5,29.74 [23 – 37.5],NA,NA,EN,2018-09-13T07:00:00Z
CZE,Czechia,Czech Republic,26,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.79,NA,NA,23.46,NA,36.98,29.79 [23.46 – 36.98],NA,NA,EN,2018-09-13T07:00:00Z
CAN,Canada,Canada,29.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.84,NA,NA,22.99,NA,37.7,29.84 [22.99 – 37.7],NA,NA,EN,2018-09-13T07:00:00Z
LUX,Luxembourg,Luxembourg,22.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.88,NA,NA,23.97,NA,36.52,29.88 [23.97 – 36.52],NA,NA,EN,2018-09-13T07:00:00Z
EGY,Egypt,Egypt,32,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.89,NA,NA,22.64,NA,38.21,29.89 [22.64 – 38.21],NA,NA,EN,2018-09-13T07:00:00Z
QAT,Qatar,Qatar,35.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9,NA,NA,22.31,NA,38.77,29.9 [22.31 – 38.77],NA,NA,EN,2018-09-13T07:00:00Z
EST,Estonia,Estonia,21.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.21,NA,NA,23.92,NA,37.33,30.21 [23.92 – 37.33],NA,NA,EN,2018-09-13T07:00:00Z
BRB,Barbados,Barbados,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.36,NA,NA,22.21,NA,38.52,30.36 [22.21 – 38.52],NA,NA,EN,2018-09-13T07:00:00Z
TUV,Tuvalu,Tuvalu,51.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.38,NA,NA,23.05,NA,38.74,30.38 [23.05 – 38.74],NA,NA,EN,2018-09-13T07:00:00Z
COK,Cook Islands,Cook Islands,55.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.39,NA,NA,22.39,NA,39.75,30.39 [22.39 – 39.75],NA,NA,EN,2018-09-13T07:00:00Z
VEN,Venezuela (Bolivarian Republic of),Venezuela,25.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.43,NA,NA,23.1,NA,38.9,30.43 [23.1 – 38.9],NA,NA,EN,2018-09-13T07:00:00Z
VNM,Viet Nam,Vietnam,2.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5,NA,NA,22.75,NA,39.51,30.5 [22.75 – 39.51],NA,NA,EN,2018-09-13T07:00:00Z
OMN,Oman,Oman,27,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,NA,NA,23.1,NA,39.16,30.56 [23.1 – 39.16],NA,NA,EN,2018-09-13T07:00:00Z
MAR,Morocco,Morocco,26.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.58,NA,NA,21.98,NA,40.78,30.58 [21.98 – 40.78],NA,NA,EN,2018-09-13T07:00:00Z
TUR,Türkiye,Turkey,32.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.62,NA,NA,23.39,NA,38.82,30.62 [23.39 – 38.82],NA,NA,EN,2018-09-13T07:00:00Z
DNK,Denmark,Denmark,19.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.76,NA,NA,24.74,NA,37.49,30.76 [24.74 – 37.49],NA,NA,EN,2018-09-13T07:00:00Z
SWZ,Eswatini,Eswatini,16.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.79,NA,NA,24.89,NA,36.69,30.79 [24.89 – 36.69],NA,NA,EN,2018-09-13T07:00:00Z
CIV,Côte d’Ivoire,Ivory Coast,10.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.02,NA,NA,24.86,NA,37.17,31.02 [24.86 – 37.17],NA,NA,EN,2018-09-13T07:00:00Z
KOR,Republic of Korea,South Korea,4.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.05,NA,NA,18.31,NA,47.43,31.05 [18.31 – 47.43],NA,NA,EN,2018-09-13T07:00:00Z
NOR,Norway,Norway,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.31,NA,NA,25.4,NA,37.89,31.31 [25.4 – 37.89],NA,NA,EN,2018-09-13T07:00:00Z
NAM,Namibia,Namibia,17.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.39,NA,NA,24.65,NA,38.98,31.39 [24.65 – 38.98],NA,NA,EN,2018-09-13T07:00:00Z
NLD,Netherlands,Netherlands,20.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.42,NA,NA,25.01,NA,38.61,31.42 [25.01 – 38.61],NA,NA,EN,2018-09-13T07:00:00Z
MUS,Mauritius,Mauritius,10.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.45,NA,NA,23.95,NA,40.05,31.45 [23.95 – 40.05],NA,NA,EN,2018-09-13T07:00:00Z
AUS,Australia,Australia,29,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.75,NA,NA,24.92,NA,39.44,31.75 [24.92 – 39.44],NA,NA,EN,2018-09-13T07:00:00Z
MEX,Mexico,Mexico,28.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,NA,NA,25.25,NA,39.37,31.9 [25.25 – 39.37],NA,NA,EN,2018-09-13T07:00:00Z
KIR,Kiribati,Kiribati,46,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.91,NA,NA,24.09,NA,40.9,31.91 [24.09 – 40.9],NA,NA,EN,2018-09-13T07:00:00Z
DZA,Algeria,Algeria,27.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.93,NA,NA,24.1,NA,40.87,31.93 [24.1 – 40.87],NA,NA,EN,2018-09-13T07:00:00Z
SVK,Slovakia,Slovakia,20.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.97,NA,NA,25.35,NA,39.4,31.97 [25.35 – 39.4],NA,NA,EN,2018-09-13T07:00:00Z
LVA,Latvia,Latvia,23.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.98,NA,NA,24.89,NA,39.96,31.98 [24.89 – 39.96],NA,NA,EN,2018-09-13T07:00:00Z
IRN,Iran (Islamic Republic of),Iran,25.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.02,NA,NA,24.83,NA,40.06,32.02 [24.83 – 40.06],NA,NA,EN,2018-09-13T07:00:00Z
CUB,Cuba,Cuba,24.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.04,NA,NA,25.04,NA,39.93,32.04 [25.04 – 39.93],NA,NA,EN,2018-09-13T07:00:00Z
LUX,Luxembourg,Luxembourg,22.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.07,NA,NA,25.57,NA,39.34,32.07 [25.57 – 39.34],NA,NA,EN,2018-09-13T07:00:00Z
FRA,France,France,21.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.25,NA,NA,26.11,NA,39.03,32.25 [26.11 – 39.03],NA,NA,EN,2018-09-13T07:00:00Z
PAK,Pakistan,Pakistan,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.27,NA,NA,19.06,NA,45.48,32.27 [19.06 – 45.48],NA,NA,EN,2018-09-13T07:00:00Z
FSM,Micronesia (Federated States of),Micronesia,45.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,NA,NA,24.7,NA,40.9,32.28 [24.7 – 40.9],NA,NA,EN,2018-09-13T07:00:00Z
AUT,Austria,Austria,20.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.52,NA,NA,26.25,NA,39.45,32.52 [26.25 – 39.45],NA,NA,EN,2018-09-13T07:00:00Z
GAB,Gabon,Gabon,15,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.56,NA,NA,24.06,NA,42.39,32.56 [24.06 – 42.39],NA,NA,EN,2018-09-13T07:00:00Z
VEN,Venezuela (Bolivarian Republic of),Venezuela,25.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.58,NA,NA,24.72,NA,41.55,32.58 [24.72 – 41.55],NA,NA,EN,2018-09-13T07:00:00Z
LTU,Lithuania,Lithuania,26.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.59,NA,NA,25.38,NA,40.7,32.59 [25.38 – 40.7],NA,NA,EN,2018-09-13T07:00:00Z
POL,Poland,Poland,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.62,NA,NA,25.81,NA,40.24,32.62 [25.81 – 40.24],NA,NA,EN,2018-09-13T07:00:00Z
JAM,Jamaica,Jamaica,24.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.78,NA,NA,25.41,NA,41.06,32.78 [25.41 – 41.06],NA,NA,EN,2018-09-13T07:00:00Z
LBN,Lebanon,Lebanon,33.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,NA,24.92,NA,41.78,32.8 [24.92 – 41.78],NA,NA,EN,2018-09-13T07:00:00Z
PLW,Palau,Palau,55.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.82,NA,NA,24.1,NA,42.87,32.82 [24.1 – 42.87],NA,NA,EN,2018-09-13T07:00:00Z
MLI,Mali,Mali,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.87,NA,NA,27.07,NA,38.68,32.87 [27.07 – 38.68],NA,NA,EN,2018-09-13T07:00:00Z
BRN,Brunei Darussalam,Brunei,14.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.96,NA,NA,22.52,NA,45.39,32.96 [22.52 – 45.39],NA,NA,EN,2018-09-13T07:00:00Z
CAN,Canada,Canada,29.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.97,NA,NA,25.48,NA,41.43,32.97 [25.48 – 41.43],NA,NA,EN,2018-09-13T07:00:00Z
BEL,Belgium,Belgium,22.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.06,NA,NA,27.21,NA,39.48,33.06 [27.21 – 39.48],NA,NA,EN,2018-09-13T07:00:00Z
CZE,Czechia,Czech Republic,26,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,NA,NA,26.11,NA,41.11,33.2 [26.11 – 41.11],NA,NA,EN,2018-09-13T07:00:00Z
DOM,Dominican Republic,Dominican Republic,27.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.26,NA,NA,26.06,NA,41.32,33.26 [26.06 – 41.32],NA,NA,EN,2018-09-13T07:00:00Z
IND,India,India,3.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.34,NA,NA,21.8,NA,46.93,33.34 [21.8 – 46.93],NA,NA,EN,2018-09-13T07:00:00Z
MDV,Maldives,Maldives,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.37,NA,NA,24.22,NA,43.97,33.37 [24.22 – 43.97],NA,NA,EN,2018-09-13T07:00:00Z
TUN,Tunisia,Tunisia,26.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.37,NA,NA,25.22,NA,42.64,33.37 [25.22 – 42.64],NA,NA,EN,2018-09-13T07:00:00Z
HRV,Croatia,Croatia,24.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.42,NA,NA,26.19,NA,41.47,33.42 [26.19 – 41.47],NA,NA,EN,2018-09-13T07:00:00Z
CMR,Cameroon,Cameroon,11.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,NA,NA,26.84,NA,41.11,33.6 [26.84 – 41.11],NA,NA,EN,2018-09-13T07:00:00Z
MYS,Malaysia,Malaysia,15.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.61,NA,NA,25.69,NA,42.57,33.61 [25.69 – 42.57],NA,NA,EN,2018-09-13T07:00:00Z
DNK,Denmark,Denmark,19.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.62,NA,NA,26.94,NA,41.01,33.62 [26.94 – 41.01],NA,NA,EN,2018-09-13T07:00:00Z
NOR,Norway,Norway,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.63,NA,NA,27.14,NA,40.77,33.63 [27.14 – 40.77],NA,NA,EN,2018-09-13T07:00:00Z
